Iteration,Residual
2.580000000000000000e+02,3.878703111792774649e+01
2.590000000000000000e+02,3.743212224638001828e+01
2.600000000000000000e+02,3.891225049681443693e+01
2.610000000000000000e+02,3.754699719377504152e+01
2.620000000000000000e+02,3.962104716302915364e+01
2.630000000000000000e+02,3.881108518856938616e+01
2.640000000000000000e+02,3.773221865272963527e+01
2.650000000000000000e+02,3.567076044264321411e+01
2.660000000000000000e+02,3.615441168972615316e+01
2.670000000000000000e+02,3.497194083781953111e+01
2.680000000000000000e+02,3.451396809470337956e+01
2.690000000000000000e+02,3.497853001960938002e+01
2.700000000000000000e+02,3.540719441622217545e+01
2.710000000000000000e+02,3.522672625039466254e+01
2.720000000000000000e+02,3.569496813915592526e+01
2.730000000000000000e+02,3.511546103090755366e+01
2.740000000000000000e+02,3.590862074806745596e+01
2.750000000000000000e+02,3.547076038838788037e+01
2.760000000000000000e+02,3.582098353789019285e+01
2.770000000000000000e+02,3.399571987395149364e+01
2.780000000000000000e+02,3.501698180499146673e+01
2.790000000000000000e+02,3.401324874270115828e+01
2.800000000000000000e+02,3.442518577919923928e+01
2.810000000000000000e+02,3.491193017240588148e+01
2.820000000000000000e+02,3.411798732620228947e+01
2.830000000000000000e+02,3.442031156820955573e+01
2.840000000000000000e+02,3.367208672942695813e+01
2.850000000000000000e+02,3.412859755124436845e+01
2.860000000000000000e+02,3.481918179993678564e+01
2.870000000000000000e+02,3.554397165561469762e+01
2.880000000000000000e+02,3.458179788551925782e+01
2.890000000000000000e+02,3.434780220719868282e+01
2.900000000000000000e+02,3.345950919082765296e+01
2.910000000000000000e+02,3.403631152520940617e+01
2.920000000000000000e+02,3.222895425320786700e+01
2.930000000000000000e+02,3.175181677886567755e+01
2.940000000000000000e+02,3.223364522286218659e+01
2.950000000000000000e+02,3.297096417531408719e+01
2.960000000000000000e+02,3.272659826366741243e+01
2.970000000000000000e+02,3.247890496607201527e+01
2.980000000000000000e+02,3.353799074067816122e+01
2.990000000000000000e+02,3.419873309341755885e+01
3.000000000000000000e+02,3.437856967638133199e+01
3.010000000000000000e+02,3.462917487220735069e+01
3.020000000000000000e+02,3.396618681308255105e+01
3.030000000000000000e+02,3.355731492672703098e+01
3.040000000000000000e+02,3.379007658598689545e+01
3.050000000000000000e+02,3.183370542873548459e+01
